,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
672,SL,2016-04-14,80.2,-2.5,5.27,"Iglesias, Raisel",608365,628452,,ball,,,,,13,Ball,R,R,R,CHC,CIN,B,,,0,0,2016,1.01,0.15,-1.29,2.09,,,,0,5,Bot,,,,,,160414_203632,0.4360282843141666,-117.555561029668,0.5993392818382228,8.952,22.969,-30.927,3.57,1.65,,,,78.5,2483,5.3,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,38,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,127,0.005,0.039,,,,-0.039,,1,1,0.7080444967963773,0.7080444967963773,26,22,26,22,2,1,5,1,6,1,3.45,-1.01,-1.01,,,,,,
1335,SI,2016-04-14,91.9,-3.22,4.63,"Iglesias, Raisel",608365,628452,field_out,hit_into_play,,,,,4,"Addison Russell grounds out, shortstop Eugenio Suarez to first baseman Joey Votto.",R,R,R,CHC,CIN,X,6,ground_ball,3,1,2016,-1.78,0.34,-0.64,2.33,,,,0,3,Bot,110.16,149.03,,,,160414_195219,11.02015902496048,-134.56104214816412,0.3388974228203905,-23.236,31.84,-28.351,3.71,1.65,50,93.7,1,90.9,2276,6.1,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,0.373,0.365,0.0,1,0,0,2,19,5,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,232,-0.016,-0.43,,,0.396,0.43,93.7,1,1,0.6687342441145202,0.6687342441145202,26,22,26,22,1,0,5,1,6,1,2.43,1.78,1.78,,,,,,
1372,SL,2016-04-14,83.2,-3.1,4.59,"Iglesias, Raisel",608365,628452,,ball,,,,,14,Ball,R,R,R,CHC,CIN,B,,,2,1,2016,0.89,-0.26,1.99,0.21,,,,0,3,Bot,,,,,,160414_195201,9.62633163725554,-121.61576618185651,-1.6691151600937528,6.479,25.407,-34.321,3.68,1.65,,,,81.9,2575,5.8,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,19,4,Slider,1,0,1,0,0,1,1,0,Standard,Standard,64,0.004,0.129,,,,-0.129,88.0,1,1,0.6687342441145202,0.6687342441145202,26,22,26,22,1,0,5,1,6,1,3.64,-0.89,-0.89,,,,,,
1388,SI,2016-04-14,91.6,-3.12,4.51,"Iglesias, Raisel",608365,628452,,ball,,,,,13,Ball,R,R,R,CHC,CIN,B,,,1,1,2016,-1.6,0.56,-1.72,1.46,,,,0,3,Bot,,,,,,160414_195147,7.594156766214711,-134.20743401168207,-2.1147940600881663,-20.297,30.288,-25.171,3.74,1.65,,,,90.8,,6.0,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,19,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,246,0.004,0.05,,,,-0.05,,1,1,0.6687342441145202,0.6687342441145202,26,22,26,22,1,0,5,1,6,1,2.21,1.6,1.6,,,,,,
1421,SI,2016-04-14,91.1,-3.02,4.73,"Iglesias, Raisel",608365,628452,,called_strike,,,,,9,Called Strike,R,R,R,CHC,CIN,S,,,1,0,2016,-1.68,0.35,0.54,1.89,,,,0,3,Bot,,,,,,160414_195134,13.118135494418633,-133.15078443629238,-0.9032628158465684,-22.166,31.38,-27.96,3.74,1.65,,,,90.5,2331,6.5,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,19,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,255,0.004,-0.052,,,,0.052,,1,1,0.6687342441145202,0.6687342441145202,26,22,26,22,1,0,5,1,6,1,2.48,1.68,1.68,,,,,,
1445,FF,2016-04-14,91.4,-2.85,4.83,"Iglesias, Raisel",608365,628452,,ball,,,,,14,Ball,R,R,R,CHC,CIN,B,,,0,0,2016,-0.76,1.22,1.28,2.63,,,,0,3,Bot,,,,,,160414_195120,12.31596385346266,-133.67686594545816,-1.6018082277427943,-11.482,29.414,-17.763,3.77,1.65,,,,90.4,2390,5.9,447000,571466,458015,408252,457574,553993,594807,571740,457803,54.5,,,,,,,,19,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,209,0.004,0.039,,,,-0.039,,1,1,0.6687342441145202,0.6687342441145202,26,22,26,22,1,0,5,1,6,1,1.57,0.76,0.76,,,,,,
2948,FF,2016-04-13,95.9,-1.58,6.14,"Wood, Blake",608365,502028,force_out,hit_into_play,,,,,4,"Addison Russell grounds into a force out, second baseman Brandon Phillips to shortstop Ivan De Jesus.   Jorge Soler out at 2nd.    Addison Russell to 1st.",R,R,R,CHC,CIN,X,4,ground_ball,0,0,2016,-1.23,1.06,-0.59,2.89,,,624585,1,6,Bot,129.95,146.49,,,,160413_212349,5.903204148470776,-140.48200605415627,-4.72836325693646,-17.113,32.254,-17.593,3.58,1.62,7,79.3,-21,96.6,2228,6.9,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,0.06,0.061,0.0,1,0,0,2,58,1,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,223,0.001,-0.321,,,0.081,0.321,88.0,8,8,0.9964518738661317,0.9964518738661317,30,22,31,22,1,3,4,2,1,1,1.46,1.23,1.23,,,,,,
2367,FF,2016-04-13,95.6,-1.65,5.92,"Sampson, Keyvius",608365,572102,force_out,hit_into_play,,,,,9,"Addison Russell grounds into a force out, first baseman Joey Votto to shortstop Ivan De Jesus.   Miguel Montero to 3rd.    Jorge Soler out at 2nd.    Addison Russell to 1st.",R,R,R,CHC,CIN,X,3,ground_ball,3,2,2016,-0.71,1.51,0.66,1.53,,471083,624585,1,4,Bot,145.69,164.29,,,,160413_204833,7.956918222998459,-139.69025435226322,-8.795161716208908,-10.852,32.757,-11.066,3.58,1.62,,82.9,-21,95.6,2401,6.7,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,0.08,0.075,0.0,1,0,0,2,43,6,4-Seam Fastball,8,1,8,1,1,8,8,1,Standard,Standard,195,0.0,-0.374,,,0.081,0.374,88.0,7,7,0.9841168404347332,0.9841168404347332,25,22,25,22,1,2,6,2,35,1,1.04,0.71,0.71,,,,,,
2446,SL,2016-04-13,86.4,-1.97,5.96,"Sampson, Keyvius",608365,572102,,ball,,,,,14,Ball,R,R,R,CHC,CIN,B,,,2,2,2016,0.78,0.37,1.43,0.89,,471083,624585,1,4,Bot,,,,,,160413_204808,6.247655217641432,-126.43001271849973,-5.587050149169683,6.869,24.75,-27.268,3.65,1.68,,,,86.3,,6.3,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,43,5,Slider,8,1,8,1,1,8,8,1,Standard,Standard,110,0.002,0.089,,,,-0.089,,7,7,0.9841168404347332,0.9841168404347332,25,22,25,22,1,2,6,2,35,1,2.73,-0.78,-0.78,,,,,,
2498,SL,2016-04-13,85.6,-1.93,5.88,"Sampson, Keyvius",608365,572102,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,CHC,CIN,B,,,1,2,2016,0.3,0.4,0.81,0.78,,471083,624585,1,4,Bot,,,,,,160413_204740,5.775271851730261,-125.1809007157242,-5.563954227269685,1.961,22.982,-27.034,3.58,1.62,,,,85.6,2440,6.2,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,43,4,Slider,8,1,8,1,1,8,8,1,Standard,Standard,132,0.002,0.019,,,,-0.019,,7,7,0.9841168404347332,0.9841168404347332,25,22,25,22,1,2,6,2,35,1,2.74,-0.3,-0.3,,,,,,
2565,FF,2016-04-13,94.1,-2.01,5.84,"Sampson, Keyvius",608365,572102,,called_strike,,,,,7,Called Strike,R,R,R,CHC,CIN,S,,,1,1,2016,-0.21,1.6,-0.69,1.74,,471083,624585,1,4,Bot,,,,,,160413_204658,3.9455850990341146,-137.82485816789367,-7.93901712688073,-3.465,33.491,-10.707,3.76,1.74,,,,93.7,2281,6.4,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,43,3,4-Seam Fastball,8,1,8,1,1,8,8,1,Standard,Standard,177,0.002,-0.051,,,,0.051,,7,7,0.9841168404347332,0.9841168404347332,25,22,25,22,1,2,6,2,35,1,1.04,0.21,0.21,,,,,,
2626,FF,2016-04-13,93.0,-1.91,5.88,"Sampson, Keyvius",608365,572102,,ball,,,,,11,Ball,R,R,R,CHC,CIN,B,,,0,1,2016,-1.14,1.1,-1.7,3.43,,471083,624585,1,4,Bot,,,,,,160413_204636,3.467657099000195,-136.46325990536792,-2.261424060577979,-14.522,30.553,-18.417,3.71,1.63,,,,92.7,2107,6.2,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,43,2,4-Seam Fastball,8,1,8,1,1,8,8,1,Standard,Standard,216,0.002,0.035,,,,-0.035,,7,7,0.9841168404347332,0.9841168404347332,25,22,25,22,1,2,6,2,35,1,1.57,1.14,1.14,,,,,,
2694,SL,2016-04-13,86.9,-2.1,5.92,"Sampson, Keyvius",608365,572102,,called_strike,,,,,4,Called Strike,R,R,R,CHC,CIN,S,,,0,0,2016,0.24,0.63,-0.52,3.08,,471083,624585,1,4,Bot,,,,,,160413_204611,3.206830337925646,-127.4498659238212,-0.9836303133306056,1.839,26.296,-25.379,3.76,1.77,,,,86.5,2379,6.1,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,43,1,Slider,8,1,8,1,1,8,8,1,Standard,Standard,178,0.002,-0.043,,,,0.043,,7,7,0.9841168404347332,0.9841168404347332,25,22,25,22,1,2,6,2,35,1,2.43,-0.24,-0.24,,,,,,
1985,FF,2016-04-13,90.2,-2.41,6.11,"Straily, Dan",608365,573185,walk,ball,,,,,14,Addison Russell walks.   Miguel Montero to 3rd.    Jorge Soler to 2nd.,R,R,R,CHC,CIN,B,,,3,0,2016,-0.29,1.67,1.14,1.17,,471083,624585,0,3,Bot,,,,,,160413_202029,9.53778050224432,-131.68109683625818,-9.287811447804865,-5.358,28.37,-11.434,3.92,1.85,,,,90.1,2284,6.5,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,0.690612,0.7,1,0,0,,31,4,4-Seam Fastball,5,1,5,1,1,5,5,1,Standard,Standard,191,0.027,0.158,,,,-0.158,,4,4,0.9233503065342096,0.9233503065342096,27,22,28,22,1,1,3,2,2,1,1.2,0.29,0.29,,,,,,
2051,FF,2016-04-13,91.4,-2.41,6.09,"Straily, Dan",608365,573185,,ball,,,,,14,Ball,R,R,R,CHC,CIN,B,,,2,0,2016,-0.57,1.76,1.16,2.13,,471083,624585,0,3,Bot,,,,,,160413_202009,10.41542872749998,-133.6175764037052,-7.361199299474479,-8.886,30.63,-10.228,3.76,1.74,,,,91.4,2436,6.7,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,31,3,4-Seam Fastball,5,1,5,1,1,5,5,1,Standard,Standard,201,0.006,0.107,,,,-0.107,,4,4,0.9233503065342096,0.9233503065342096,27,22,28,22,1,1,3,2,2,1,1.04,0.57,0.57,,,,,,
2094,FF,2016-04-13,91.5,-2.22,6.2,"Straily, Dan",608365,573185,,ball,,,,,11,Ball,R,R,R,CHC,CIN,B,,,1,0,2016,-0.69,1.52,-0.66,4.31,,471083,624585,0,3,Bot,,,,,,160413_201949,5.687130153541144,-134.1801769301263,-1.6002600713246862,-9.271,30.866,-14.19,3.81,1.66,,,,91.3,2475,6.4,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,31,2,4-Seam Fastball,5,1,5,1,1,5,5,1,Standard,Standard,204,0.006,0.082,,,,-0.082,,4,4,0.9233503065342096,0.9233503065342096,27,22,28,22,1,1,3,2,2,1,1.26,0.69,0.69,,,,,,
2137,FF,2016-04-13,92.6,-2.21,6.12,"Straily, Dan",608365,573185,,ball,,,,,14,Ball,R,R,R,CHC,CIN,B,,,0,0,2016,-0.3,1.77,1.56,2.06,,471083,624585,0,3,Bot,,,,,,160413_201918,10.371448024015056,-135.29932129911074,-7.943078548372588,-5.855,29.577,-9.464,3.73,1.68,,,,92.9,2495,6.7,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,31,1,4-Seam Fastball,5,1,5,1,1,5,5,1,Standard,Standard,190,0.006,0.039,,,,-0.039,,4,4,0.9233503065342096,0.9233503065342096,27,22,28,22,1,1,3,2,2,1,0.94,0.3,0.3,,,,,,
1474,FF,2016-04-13,92.9,-2.22,6.53,"Simon, Alfredo",608365,430580,single,hit_into_play,,,,,8,Addison Russell singles on a line drive to right fielder Jay Bruce.   Kris Bryant scores.    Miguel Montero to 2nd.,R,R,R,CHC,CIN,X,9,line_drive,2,0,2016,-0.95,1.42,-0.2,2.23,,592178,471083,2,1,Bot,166.5,108.34,,,,160413_194549,7.623460661187378,-135.83645032170122,-7.763119798475006,-13.039,28.35,-13.563,3.58,1.62,255,89.1,22,92.2,2264,6.0,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,0.267,0.331,0.9,1,1,0,3,14,3,4-Seam Fastball,3,1,3,1,1,4,4,1,Standard,Standard,215,0.083,0.467,,,0.479,-0.467,89.1,2,2,0.7283854078596407,0.7283854078596407,35,22,35,22,1,0,5,2,2,1,1.26,0.95,0.95,,,,,,
1504,FF,2016-04-13,93.9,-2.23,6.49,"Simon, Alfredo",608365,430580,,ball,,,,,14,Ball,R,R,R,CHC,CIN,B,,,1,0,2016,-1.01,1.55,0.94,1.81,,592178,471083,2,1,Bot,,,,,,160413_194525,10.801411291181989,-137.03370406217587,-9.234813585329317,-14.696,31.148,-11.261,3.79,1.71,,,,92.7,2312,6.0,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,14,2,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,215,0.008,0.044,,,,-0.044,,2,2,0.7283854078596407,0.7283854078596407,35,22,35,22,1,0,5,2,2,1,1.1,1.01,1.01,,,,,,
1538,FC,2016-04-13,88.5,-2.39,6.6,"Simon, Alfredo",608365,430580,,ball,,,,,12,Ball,R,R,R,CHC,CIN,B,,,0,0,2016,0.04,1.0,0.55,4.15,,592178,471083,2,1,Bot,,,,,,160413_194455,7.096566001646671,-129.59547927686367,-1.2481311647793345,-0.992,25.9,-20.975,3.65,1.68,,,,88.3,2159,6.2,446985,571466,458015,408252,553993,474443,594988,571740,457803,54.5,,,,,,,,14,1,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,206,0.008,0.024,,,,-0.024,,2,2,0.7283854078596407,0.7283854078596407,35,22,35,22,1,0,5,2,2,1,1.94,-0.04,-0.04,,,,,,
3267,SI,2016-04-11,95.4,-2.18,6.03,"Diaz, Jumbo",608365,471822,home_run,hit_into_play,,,,,7,Addison Russell homers (1) on a fly ball to left center field.   Ben Zobrist scores.    Jorge Soler scores.,R,R,R,CHC,CIN,X,,fly_ball,0,0,2016,-1.28,1.08,-0.78,2.12,,450314,624585,1,8,Bot,71.15,54.88,,,,160411_095815,7.056476727643409,-139.68778123014195,-6.368167240876563,-17.792,34.713,-17.061,3.62,1.63,388,101.5,30,95.6,2101,6.9,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,0.733,1.389,2.0,1,0,3,6,66,1,Sinker,2,3,2,3,3,5,5,3,Standard,Standard,227,0.525,1.203,,,2.718,-1.203,101.5,-1,-1,0.4121016550846911,0.4121016550846911,32,22,32,22,1,3,1,1,3,2,1.49,1.28,1.28,,,,,,
34,CH,2016-04-11,85.1,0.77,5.82,"Finnegan, Brandon",608365,605232,strikeout,called_strike,,,,,9,Addison Russell called out on strikes.,R,R,L,CHC,CIN,S,2,,3,2,2016,0.71,0.91,0.7,1.55,,,,1,7,Bot,,,,,,160411_091724,-1.8282997488315544,-124.88893418153587,-4.594145141075452,7.526,28.466,-22.024,3.62,1.63,,,,84.0,1803,6.0,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,0.0,0.0,1,0,0,,53,7,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,145,-0.025,-0.336,,,,0.336,,-3,-3,0.0998587796744206,0.0998587796744206,23,22,23,22,3,2,5,1,5,2,2.31,0.71,-0.71,,,,,,
42,CH,2016-04-11,85.3,0.8,5.75,"Finnegan, Brandon",608365,605232,,foul,,,,,14,Foul,R,R,L,CHC,CIN,S,,,3,2,2016,0.87,0.53,0.28,1.28,,,,1,7,Bot,,,,,,160411_091659,-3.2694412905577903,-125.0080698235118,-4.231249746219954,9.476,26.816,-25.977,3.62,1.63,,,,84.3,1758,6.0,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,53,6,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,124,-0.009,0.0,,,,0.0,,-3,-3,0.0998587796744206,0.0998587796744206,23,22,23,22,3,2,5,1,5,2,2.67,0.87,-0.87,,,,,,
58,FF,2016-04-11,91.2,0.73,5.89,"Finnegan, Brandon",608365,605232,,ball,,,,,13,Ball,R,R,L,CHC,CIN,B,,,2,2,2016,0.32,1.58,-1.61,1.68,,,,1,7,Bot,,,,,,160411_091644,-6.679471245480356,-133.5781759869478,-7.496276905241267,5.247,31.581,-12.291,3.62,1.63,,,,90.2,2302,6.1,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,53,5,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,158,-0.009,0.108,,,,-0.108,,-3,-3,0.0998587796744206,0.0998587796744206,23,22,23,22,3,2,5,1,5,2,1.23,0.32,-0.32,,,,,,
68,SI,2016-04-11,92.4,0.83,5.88,"Finnegan, Brandon",608365,605232,,ball,,,,,12,Ball,R,R,L,CHC,CIN,B,,,1,2,2016,1.22,1.25,0.74,3.76,,,,1,7,Bot,,,,,,160411_091629,-3.3446546749134893,-135.6413838951815,-1.6809613556876668,15.273,31.419,-16.966,3.62,1.63,,,,91.2,2199,5.7,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,53,4,Sinker,0,3,0,3,3,0,0,3,Standard,Standard,119,-0.009,0.045,,,,-0.045,,-3,-3,0.0998587796744206,0.0998587796744206,23,22,23,22,3,2,5,1,5,2,1.47,1.22,-1.22,,,,,,
79,CH,2016-04-11,85.1,0.85,5.7,"Finnegan, Brandon",608365,605232,,foul,,,,,13,Foul,R,R,L,CHC,CIN,S,,,1,1,2016,0.84,0.74,-0.23,1.51,,,,1,7,Bot,,,,,,160411_091602,-4.521363920897964,-124.70083080717626,-4.007945198932932,9.394,27.678,-23.903,3.62,1.63,2,47.9,-37,83.9,1705,6.0,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,53,3,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,114,-0.009,-0.066,,,,0.066,88.0,-3,-3,0.0998587796744206,0.0998587796744206,23,22,23,22,3,2,5,1,5,2,2.49,0.84,-0.84,,,,,,
90,FF,2016-04-11,90.9,0.7,5.87,"Finnegan, Brandon",608365,605232,,ball,,,,,11,Ball,R,R,L,CHC,CIN,B,,,0,1,2016,0.34,1.36,-1.03,3.63,,,,1,7,Bot,,,,,,160411_091547,-5.18414614677004,-133.4129062122552,-2.018347232796182,5.025,30.269,-16.115,3.62,1.63,,,,89.8,2304,5.9,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,53,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,162,-0.009,0.033,,,,-0.033,,-3,-3,0.0998587796744206,0.0998587796744206,23,22,23,22,3,2,5,1,5,2,1.45,0.34,-0.34,,,,,,
104,CH,2016-04-11,85.2,0.89,5.83,"Finnegan, Brandon",608365,605232,,called_strike,,,,,6,Called Strike,R,R,L,CHC,CIN,S,,,0,0,2016,0.72,0.91,0.75,2.41,,,,1,7,Bot,,,,,,160411_091533,-2.016829304412822,-124.92548979691855,-2.691772260939569,7.712,25.57,-22.465,3.62,1.63,,,,84.2,1612,5.8,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,53,1,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,141,-0.009,-0.04,,,,0.04,,-3,-3,0.0998587796744206,0.0998587796744206,23,22,23,22,3,2,5,1,5,2,2.28,0.72,-0.72,,,,,,
633,SL,2016-04-11,84.5,0.85,5.84,"Finnegan, Brandon",608365,605232,walk,ball,,,,,13,Addison Russell walks.,R,R,L,CHC,CIN,B,,,3,2,2016,-0.65,0.18,-0.07,1.24,,,,0,5,Bot,,,,,,160411_084023,-0.6211954663850651,-123.79823020140472,-3.583822724652025,-6.354,24.594,-29.691,3.71,1.63,,,,83.2,,5.6,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,0.690612,0.7,1,0,0,,37,6,Slider,0,3,0,3,3,0,0,3,Standard,Standard,240,0.031,0.344,,,,-0.344,,-3,-3,0.191556307977102,0.191556307977102,23,22,23,22,2,1,5,1,5,2,3.06,-0.65,0.65,,,,,,
669,CH,2016-04-11,86.2,0.9,5.84,"Finnegan, Brandon",608365,605232,,ball,,,,,14,Ball,R,R,L,CHC,CIN,B,,,2,2,2016,1.35,0.42,0.14,0.68,,,,0,5,Bot,,,,,,160411_084002,-5.007058911471506,-126.46831312625308,-5.716297590275943,14.914,31.708,-26.459,3.66,1.63,,,,84.6,1719,6.0,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,37,5,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,114,-0.013,0.11,,,,-0.11,,-3,-3,0.191556307977102,0.191556307977102,23,22,23,22,2,1,5,1,5,2,2.76,1.35,-1.35,,,,,,
676,SI,2016-04-11,93.4,0.9,5.87,"Finnegan, Brandon",608365,605232,,ball,,,,,3,Ball,R,R,L,CHC,CIN,B,,,1,2,2016,1.4,1.16,0.63,3.39,,,,0,5,Bot,,,,,,160411_083948,-4.303968648835289,-136.98857215111047,-2.5430548502563077,17.893,30.892,-17.589,3.85,1.77,,,,92.1,2201,5.7,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,37,4,Sinker,0,3,0,3,3,0,0,3,Standard,Standard,124,-0.013,0.045,,,,-0.045,,-3,-3,0.191556307977102,0.191556307977102,23,22,23,22,2,1,5,1,5,2,1.5,1.4,-1.4,,,,,,
697,SL,2016-04-11,83.4,0.81,5.96,"Finnegan, Brandon",608365,605232,,foul,,,,,13,Foul,R,R,L,CHC,CIN,S,,,1,1,2016,-0.43,0.39,-0.85,1.93,,,,0,5,Bot,,,,,,160411_083923,-2.836223267227172,-122.30690039404972,-2.5073096105082824,-3.568,25.151,-27.88,3.62,1.63,52,98.2,1,81.9,,5.5,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,37,3,Slider,0,3,0,3,3,0,0,3,Standard,Standard,208,-0.013,-0.064,,,,0.064,98.2,-3,-3,0.191556307977102,0.191556307977102,23,22,23,22,2,1,5,1,5,2,2.94,-0.43,0.43,,,,,,
726,CH,2016-04-11,85.4,0.88,5.76,"Finnegan, Brandon",608365,605232,,ball,,,,,14,Ball,R,R,L,CHC,CIN,B,,,0,1,2016,1.0,0.81,1.53,1.95,,,,0,5,Bot,,,,,,160411_083909,-0.8319152949693378,-125.20170692127164,-3.432604324453677,10.366,24.887,-23.215,3.85,1.63,,,,84.7,1586,5.9,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,37,2,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,129,-0.013,0.027,,,,-0.027,,-3,-3,0.191556307977102,0.191556307977102,23,22,23,22,2,1,5,1,5,2,2.35,1.0,-1.0,,,,,,
750,SI,2016-04-11,91.7,0.99,5.95,"Finnegan, Brandon",608365,605232,,called_strike,,,,,9,Called Strike,R,R,L,CHC,CIN,S,,,0,0,2016,1.31,1.74,0.65,1.91,,,,0,5,Bot,,,,,,160411_083854,-4.176160116025187,-134.40191650791294,-7.6494621558661,16.161,30.376,-10.162,3.82,1.72,,,,90.1,2210,5.5,446960,519023,458015,408252,553993,474443,594807,571740,457803,54.5,,,,,,,,37,1,Sinker,0,3,0,3,3,0,0,3,Standard,Standard,142,-0.013,-0.041,,,,0.041,,-3,-3,0.191556307977102,0.191556307977102,23,22,23,22,2,1,5,1,5,2,1.02,1.31,-1.31,,,,,,
1919,SI,2016-04-11,91.5,0.75,5.86,"Finnegan, Brandon",608365,605232,field_out,hit_into_play,,,,,6,Addison Russell lines out to left fielder Adam Duvall.,R,R,L,CHC,CIN,X,7,line_drive,0,0,2016,1.12,1.27,0.56,2.57,,,,0,3,Bot,77.25,68.1,,,,160411_074749,-3.324240608728093,-134.32042332050625,-4.523376643583951,13.743,31.498,-16.341,3.62,1.63,335,93.5,24,90.5,2139,6.0,446960,519023,458015,408252,553993,446359,594807,571740,457803,54.5,0.153,0.197,0.0,1,0,0,3,19,1,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,138,-0.037,-0.264,,,0.33,0.264,93.5,-2,-2,0.327657739956147,0.327657739956147,23,22,23,22,1,0,5,1,5,2,1.5,1.12,-1.12,,,,,,
2203,SI,2016-04-10,91.1,-1.72,5.75,"Buschmann, Matt",608365,501936,grounded_into_double_play,hit_into_play,,,,,1,"Addison Russell grounds into a double play, second baseman Jean Segura to first baseman Paul Goldschmidt.   Miguel Montero out at 2nd.    Addison Russell out at 1st.",R,R,R,AZ,CHC,X,4,ground_ball,3,2,2016,-1.14,0.43,-0.67,3.21,,493128,471083,1,9,Top,132.49,148.52,,,,160410_162245,5.518701963685715,-133.4956306401075,-0.5304426723654284,-14.391,25.891,-27.042,3.58,1.62,117,58.2,17,92.2,2104,6.5,446943,543302,502671,516416,571875,605113,592273,593647,444482,54.5,0.167,0.15,0.0,1,0,0,1,76,7,Sinker,3,7,7,3,7,3,7,3,Standard,Standard,251,0.003,-0.374,,,0.167,0.374,88.0,-4,4,0.012603130181042,0.987396869818958,32,22,32,22,1,4,,1,4,1,2.33,1.14,1.14,,,,,,
