,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
3100,FF,2016-08-31,96.0,-1.96,6.09,"Nicasio, Juan",608365,504379,,foul,,,,,5,Foul,R,R,R,CHC,PIT,S,,,1,1,2016,-0.83,1.36,-0.22,3.0,519203,,518792,1,7,Bot,,,,,,160831_220119,6.7945821301805545,-140.40955531942973,-5.156590643615617,-12.146,29.373,-13.54,3.7,1.67,170,77.7,18,96.2,2210,6.4,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,64,3,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,208,0.003,-0.08,,,,0.08,88.0,3,3,0.9585396283859506,0.9585396283859506,29,22,30,22,1,3,4,1,2,1,1.14,0.83,0.83,,,,,,
3201,SL,2016-08-31,88.1,-2.04,6.14,"Nicasio, Juan",608365,504379,,called_strike,,,,,12,Called Strike,R,R,R,CHC,PIT,S,,,1,0,2016,0.15,0.77,1.0,3.07,519203,,518792,1,7,Bot,,,,,,160831_220050,7.020026072468034,-128.83865646613987,-2.186106885929108,0.456,21.657,-23.348,3.7,1.67,,,,88.0,2022,5.9,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,64,2,Slider,5,2,5,2,2,5,5,2,Standard,Standard,172,0.003,-0.037,,,,0.037,,3,3,0.9585396283859506,0.9585396283859506,29,22,30,22,1,3,4,1,2,1,2.17,-0.15,-0.15,,,,,,
3301,CH,2016-08-31,90.1,-2.02,6.06,"Nicasio, Juan",608365,504379,,ball,,,,,14,Ball,R,R,R,CHC,PIT,B,,,0,0,2016,-0.08,0.77,2.25,1.5,519203,,518792,1,7,Bot,,,,,,160831_220020,10.758413411652915,-131.35867387043766,-6.20886988503329,-2.603,20.66,-22.42,3.86,1.76,,,,90.3,2058,6.1,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,64,1,Changeup,5,2,5,2,2,5,5,2,Standard,Standard,173,0.003,0.016,,,,-0.016,,3,3,0.9585396283859506,0.9585396283859506,29,22,30,22,1,3,4,1,2,1,2.04,0.08,0.08,,,,,,
221,CH,2016-08-31,81.8,-1.52,5.95,"Vogelsong, Ryan",608365,285064,walk,ball,,,,,14,Addison Russell walks.   Jason Heyward to 2nd.,R,R,R,CHC,PIT,B,,,3,2,2016,-0.8,1.15,1.69,1.36,,,518792,0,6,Bot,,,,,,160831_211212,9.015461779831256,-119.4447926072962,-5.173720222919842,-8.982,19.945,-20.54,3.8,1.78,,,,82.3,1886,6.6,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,0.690612,0.7,1,0,0,,48,7,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,212,0.032,0.282,,,,-0.282,,2,2,0.8647928066017196,0.8647928066017196,38,22,39,22,3,2,5,1,6,1,2.29,0.8,0.8,,,,,,
244,CH,2016-08-31,82.5,-1.45,5.88,"Vogelsong, Ryan",608365,285064,,foul,,,,,9,Foul,R,R,R,CHC,PIT,S,,,3,2,2016,-1.24,1.22,0.59,2.3,,,518792,0,6,Bot,,,,,,160831_211145,7.445887211038944,-120.7830589776563,-3.101466179533804,-13.178,25.107,-20.12,3.7,1.67,,,,82.3,1711,6.5,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,48,6,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,227,0.006,0.0,,,,0.0,,2,2,0.8647928066017196,0.8647928066017196,38,22,39,22,3,2,5,1,6,1,2.21,1.24,1.24,,,,,,
256,FF,2016-08-31,88.5,-1.37,5.8,"Vogelsong, Ryan",608365,285064,,foul,,,,,7,Foul,R,R,R,CHC,PIT,S,,,3,1,2016,-0.72,0.95,-0.55,2.22,,,518792,0,6,Bot,,,,,,160831_211106,3.7641368615579496,-129.59900680174982,-3.8912140542578566,-8.644,24.6,-21.063,3.7,1.67,368,103.3,27,89.4,2026,6.7,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,48,5,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,208,0.006,-0.079,,,,0.079,103.3,2,2,0.8647928066017196,0.8647928066017196,38,22,39,22,3,2,5,1,6,1,1.99,0.72,0.72,,,,,,
289,SL,2016-08-31,84.7,-1.33,5.99,"Vogelsong, Ryan",608365,285064,,ball,,,,,14,Ball,R,R,R,CHC,PIT,B,,,2,1,2016,0.07,1.31,1.64,2.65,,,518792,0,6,Bot,,,,,,160831_211037,6.765551188460505,-123.77027147097964,-3.477797074162243,-0.262,18.112,-18.357,3.86,1.73,,,,85.4,2138,6.3,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,48,4,Slider,3,1,3,1,1,3,3,1,Standard,Standard,177,0.006,0.113,,,,-0.113,,2,2,0.8647928066017196,0.8647928066017196,38,22,39,22,3,2,5,1,6,1,1.85,-0.07,-0.07,,,,,,
301,CH,2016-08-31,87.0,-1.46,5.84,"Vogelsong, Ryan",608365,285064,,ball,,,,,13,Ball,R,R,R,CHC,PIT,B,,,1,1,2016,-0.98,1.03,-1.52,1.96,,,518792,0,6,Bot,,,,,,160831_211009,2.197052276741453,-127.44670690135544,-4.51729126997111,-10.813,23.619,-20.401,3.86,1.81,,,,87.8,1977,6.7,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,48,3,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,228,0.006,0.056,,,,-0.056,,2,2,0.8647928066017196,0.8647928066017196,38,22,39,22,3,2,5,1,6,1,2.0,0.98,0.98,,,,,,
320,CU,2016-08-31,74.3,-1.57,6.13,"Vogelsong, Ryan",608365,285064,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,CHC,PIT,B,,,0,1,2016,0.59,-0.73,0.74,0.58,,,518792,0,6,Bot,,,,,,160831_210939,3.5285868283999826,-108.76544911413735,-1.367850148176615,4.082,16.299,-37.664,3.7,1.67,,,,74.0,1901,5.8,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,48,2,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,45,0.006,0.032,,,,-0.032,,2,2,0.8647928066017196,0.8647928066017196,38,22,39,22,3,2,5,1,6,1,4.87,-0.59,-0.59,,,,,,
349,SL,2016-08-31,84.3,-1.54,5.93,"Vogelsong, Ryan",608365,285064,,swinging_strike,,,,,8,Swinging Strike,R,R,R,CHC,PIT,S,,,0,0,2016,0.08,1.0,-0.05,1.92,,,518792,0,6,Bot,,,,,,160831_210908,3.2549982908317654,-123.39129160520204,-4.110204078524709,0.246,22.663,-21.529,3.7,1.67,,,,84.3,1916,6.2,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,48,1,Slider,3,1,3,1,1,3,3,1,Standard,Standard,176,0.006,-0.04,,,,0.04,,2,2,0.8647928066017196,0.8647928066017196,38,22,39,22,3,2,5,1,6,1,2.24,-0.08,-0.08,,,,,,
1075,SI,2016-08-31,89.9,-1.5,5.83,"Vogelsong, Ryan",608365,285064,single,hit_into_play,,,,,8,Addison Russell singles on a line drive to left fielder Starling Marte.   Kris Bryant scores.    Jason Heyward to 2nd.,R,R,R,CHC,PIT,X,7,line_drive,0,1,2016,-1.35,1.09,-0.19,2.06,592178,,518792,2,4,Bot,78.16,134.62,,,,160831_202010,6.6085448941849245,-131.7013180495928,-4.923364317348821,-16.607,28.497,-18.884,3.7,1.67,195,94.2,14,90.5,1938,6.8,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,0.873,0.826,0.9,1,1,0,4,29,2,Sinker,1,0,1,0,0,2,2,0,Standard,Standard,222,0.103,0.633,,,1.008,-0.633,94.2,1,1,0.6855014598647624,0.6855014598647624,38,22,39,22,2,1,5,1,6,1,1.78,1.35,1.35,,,,,,
1105,FF,2016-08-31,90.5,-1.38,5.73,"Vogelsong, Ryan",608365,285064,,called_strike,,,,,7,Called Strike,R,R,R,CHC,PIT,S,,,0,0,2016,-0.87,1.0,-0.43,2.35,592178,,518792,2,4,Bot,,,,,,160831_201946,4.540178910377492,-132.47505335345218,-3.9676067335261367,-10.865,23.306,-19.97,3.77,1.78,,,,92.0,2015,6.8,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,29,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,196,0.005,-0.043,,,,0.043,,1,1,0.6855014598647624,0.6855014598647624,38,22,39,22,2,1,5,1,6,1,1.79,0.87,0.87,,,,,,
2231,FF,2016-08-31,91.3,-1.45,5.71,"Vogelsong, Ryan",608365,285064,field_out,hit_into_play,,,,,7,"Addison Russell grounds out, shortstop Jordy Mercer to first baseman Josh Bell.",R,R,R,CHC,PIT,X,6,ground_ball,1,1,2016,-0.89,1.06,-0.44,2.1,,,,1,2,Bot,102.53,154.46,,,,160831_194242,4.787525271390584,-133.75081369472113,-4.832303119474623,-11.302,26.448,-18.861,3.7,1.67,25,87.5,-2,92.0,2124,6.6,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,0.26,0.256,0.0,1,0,0,2,13,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,208,-0.01,-0.249,,,0.283,0.249,88.0,1,1,0.6360909212454794,0.6360909212454794,38,22,39,22,1,0,5,1,6,1,1.7,0.89,0.89,,,,,,
2317,SI,2016-08-31,91.0,-1.53,5.75,"Vogelsong, Ryan",608365,285064,,ball,,,,,13,Ball,R,R,R,CHC,PIT,B,,,0,1,2016,-1.12,0.98,-0.48,1.1,,,,1,2,Bot,,,,,,160831_194224,5.433056213691845,-133.21550204086608,-7.110274123423256,-13.984,27.832,-19.402,3.78,1.76,,,,91.3,2087,6.6,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,13,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,197,0.004,0.033,,,,-0.033,,1,1,0.6360909212454794,0.6360909212454794,38,22,39,22,1,0,5,1,6,1,1.81,1.12,1.12,,,,,,
2345,FF,2016-08-31,89.0,-1.47,5.85,"Vogelsong, Ryan",608365,285064,,foul,,,,,7,Foul,R,R,R,CHC,PIT,S,,,0,0,2016,-0.92,1.38,-0.63,2.07,,,,1,2,Bot,,,,,,160831_194204,4.329722587400765,-130.38327102814992,-5.491185023551659,-11.049,27.174,-15.844,3.7,1.67,16,102.2,-7,89.6,2192,6.7,448853,465041,605137,543281,446481,474568,516782,457705,570256,54.5,,,,,,,,13,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,206,0.004,-0.04,,,,0.04,102.2,1,1,0.6360909212454794,0.6360909212454794,38,22,39,22,1,0,5,1,6,1,1.54,0.92,0.92,,,,,,
2888,SI,2016-08-30,93.9,-1.63,5.8,"Schugel, A.J.",608365,519263,field_out,hit_into_play,,,,,6,"Addison Russell grounds out, pitcher A.  J. Schugel to first baseman Josh Bell.   Jorge Soler to 2nd.",R,R,R,CHC,PIT,X,1,ground_ball,3,1,2016,-1.4,1.04,0.53,2.84,,,624585,1,6,Bot,125.88,183.45,,,,160830_205016,9.19507779820028,-137.32787954381294,-3.5724904234135617,-19.099,29.736,-18.656,3.69,1.67,32,90.5,-2,93.1,2256,6.0,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,0.287,0.283,0.0,1,0,0,2,43,5,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,210,0.001,-0.457,,,0.315,0.457,90.5,3,3,0.9118635707012182,0.9118635707012182,27,22,27,22,1,2,1,1,,1,1.59,1.4,1.4,,,,,,
3015,SI,2016-08-30,93.1,-1.78,5.76,"Schugel, A.J.",608365,519263,,called_strike,,,,,8,Called Strike,R,R,R,CHC,PIT,S,,,3,0,2016,-1.19,1.22,0.17,2.25,,,624585,1,6,Bot,,,,,,160830_204952,8.094379048150754,-136.3463098180512,-5.343553707079052,-16.135,28.603,-16.288,3.81,1.68,,,,92.7,2273,6.1,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,43,4,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,217,0.006,-0.062,,,,0.062,,3,3,0.9118635707012182,0.9118635707012182,27,22,27,22,1,2,1,1,,1,1.44,1.19,1.19,,,,,,
3117,SI,2016-08-30,92.9,-1.74,5.71,"Schugel, A.J.",608365,519263,,ball,,,,,13,Ball,R,R,R,CHC,PIT,B,,,2,0,2016,-1.39,0.73,-0.06,1.16,,,624585,1,6,Bot,,,,,,160830_204930,7.856609824775893,-135.93572440311632,-6.670293769429836,-18.411,28.559,-21.966,3.87,1.79,,,,91.8,2122,5.7,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,43,3,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,239,0.006,0.105,,,,-0.105,,3,3,0.9118635707012182,0.9118635707012182,27,22,27,22,1,2,1,1,,1,1.94,1.39,1.39,,,,,,
3217,SI,2016-08-30,93.3,-1.62,5.83,"Schugel, A.J.",608365,519263,,ball,,,,,11,Ball,R,R,R,CHC,PIT,B,,,1,0,2016,-1.32,1.06,-0.49,4.04,,,624585,1,6,Bot,,,,,,160830_204906,6.328766382115664,-136.8883530509444,-0.5298034897213805,-17.421,29.987,-19.192,3.84,1.79,,,,92.3,2249,5.7,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,43,2,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,215,0.006,0.052,,,,-0.052,,3,3,0.9118635707012182,0.9118635707012182,27,22,27,22,1,2,1,1,,1,1.59,1.32,1.32,,,,,,
3314,SI,2016-08-30,93.3,-1.8,5.77,"Schugel, A.J.",608365,519263,,ball,,,,,13,Ball,R,R,R,CHC,PIT,B,,,0,0,2016,-1.29,0.83,-1.4,2.47,,,624585,1,6,Bot,,,,,,160830_204842,4.345510958054231,-136.87275983189645,-3.809893954487488,-16.562,30.328,-21.247,3.81,1.74,,,,92.6,2225,5.9,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,43,1,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,218,0.006,0.041,,,,-0.041,,3,3,0.9118635707012182,0.9118635707012182,27,22,27,22,1,2,1,1,,1,1.82,1.29,1.29,,,,,,
604,SL,2016-08-30,84.4,-2.3,5.77,"Kuhl, Chad",608365,641771,strikeout,swinging_strike,,,,,14,Addison Russell strikes out swinging.,R,R,R,CHC,PIT,S,2,,2,2,2016,0.79,-0.35,0.4,1.19,,,,0,4,Bot,,,,,,160830_201644,4.425030387381848,-123.60692751217464,-2.291196606213157,7.006,24.084,-35.193,3.69,1.67,,,,83.8,,5.9,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,0.0,0.0,1,0,0,,27,5,Slider,3,0,3,0,0,3,3,0,Standard,Standard,126,-0.002,-0.232,,,,0.232,,3,3,0.8601833942022574,0.8601833942022574,23,22,24,22,2,1,5,1,6,1,3.59,-0.79,-0.79,,,,,,
632,SL,2016-08-30,85.9,-2.4,5.84,"Kuhl, Chad",608365,641771,,swinging_strike,,,,,9,Swinging Strike,R,R,R,CHC,PIT,S,,,2,1,2016,0.08,0.37,0.41,2.0,,,,0,4,Bot,,,,,,160830_201628,6.453933855442736,-125.85076120548496,-2.52814089550711,-0.444,25.49,-27.917,3.69,1.67,,,,85.5,2354,6.1,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,27,4,Slider,3,0,3,0,0,3,3,0,Standard,Standard,170,0.008,-0.069,,,,0.069,,3,3,0.8601833942022574,0.8601833942022574,23,22,24,22,2,1,5,1,6,1,2.77,-0.08,-0.08,,,,,,
653,SL,2016-08-30,85.5,-2.43,5.76,"Kuhl, Chad",608365,641771,,ball,,,,,14,Ball,R,R,R,CHC,PIT,B,,,1,1,2016,0.57,0.42,1.16,1.49,,,,0,4,Bot,,,,,,160830_201615,7.140566000914258,-125.14730530458895,-3.5933298253333987,4.335,24.727,-27.148,3.69,1.68,,,,85.1,,6.2,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,27,3,Slider,3,0,3,0,0,3,3,0,Standard,Standard,126,0.008,0.05,,,,-0.05,,3,3,0.8601833942022574,0.8601833942022574,23,22,24,22,2,1,5,1,6,1,2.74,-0.57,-0.57,,,,,,
672,SI,2016-08-30,92.0,-2.35,5.97,"Kuhl, Chad",608365,641771,,swinging_strike,,,,,14,Swinging Strike,R,R,R,CHC,PIT,S,,,1,0,2016,-1.42,0.75,0.07,1.27,,,,0,4,Bot,,,,,,160830_201558,9.738104470882153,-134.48680524125777,-6.8272788557452335,-18.79,30.214,-21.875,3.69,1.67,,,,91.7,2072,6.5,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,27,2,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,228,0.008,-0.052,,,,0.052,,3,3,0.8601833942022574,0.8601833942022574,23,22,24,22,2,1,5,1,6,1,2.01,1.42,1.42,,,,,,
693,SI,2016-08-30,92.5,-2.21,6.02,"Kuhl, Chad",608365,641771,,ball,,,,,11,Ball,R,R,R,CHC,PIT,B,,,0,0,2016,-0.81,1.11,-1.03,3.34,,,,0,4,Bot,,,,,,160830_201545,5.093654373470492,-135.58542095667954,-2.806506852070694,-10.798,28.865,-18.329,3.84,1.82,,,,92.8,2006,6.5,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,27,1,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,212,0.008,0.039,,,,-0.039,,3,3,0.8601833942022574,0.8601833942022574,23,22,24,22,2,1,5,1,6,1,1.59,0.81,0.81,,,,,,
1892,SL,2016-08-30,86.2,-2.26,5.77,"Kuhl, Chad",608365,641771,walk,ball,,,,,11,Addison Russell walks.,R,R,R,CHC,PIT,B,,,3,2,2016,0.25,0.03,-0.93,2.79,,,,0,2,Bot,,,,,,160830_193413,2.5654841425289665,-126.30847824275295,0.15560567275208,2.197,21.895,-31.888,3.78,1.79,,,,86.1,,6.0,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,0.690612,0.7,1,0,0,,12,9,Slider,2,0,2,0,0,2,2,0,Standard,Standard,129,0.031,0.344,,,,-0.344,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,3.04,-0.25,-0.25,,,,,,
1944,SI,2016-08-30,93.6,-2.32,5.96,"Kuhl, Chad",608365,641771,,foul,,,,,7,Foul,R,R,R,CHC,PIT,S,,,3,2,2016,-1.01,1.12,-0.39,2.25,,,,0,2,Bot,,,,,,160830_193352,7.557213698594232,-136.7623112154807,-5.671309577217998,-13.851,26.517,-17.319,3.69,1.67,,,,95.0,2096,7.1,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,8,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,212,0.007,0.0,,,,0.0,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,1.5,1.01,1.01,,,,,,
1984,SI,2016-08-30,94.1,-2.37,6.08,"Kuhl, Chad",608365,641771,,ball,,,,,14,Ball,R,R,R,CHC,PIT,B,,,2,2,2016,-1.07,1.18,1.77,2.44,,,,0,2,Bot,,,,,,160830_193333,13.465686028639553,-137.1902066621375,-5.701612680303741,-15.792,27.112,-16.573,3.76,1.67,,,,95.4,2093,7.1,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,7,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,220,0.007,0.11,,,,-0.11,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,1.44,1.07,1.07,,,,,,
2018,SL,2016-08-30,87.6,-2.35,5.95,"Kuhl, Chad",608365,641771,,ball,,,,,14,Ball,R,R,R,CHC,PIT,B,,,1,2,2016,0.32,0.44,1.69,1.96,,,,0,2,Bot,,,,,,160830_193315,8.956252677131648,-127.97459577588045,-3.4331388235824223,1.807,23.601,-26.84,3.87,1.79,,,,87.3,,6.1,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,6,Slider,2,0,2,0,0,2,2,0,Standard,Standard,137,0.007,0.045,,,,-0.045,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,2.56,-0.32,-0.32,,,,,,
2083,SL,2016-08-30,88.7,-2.4,5.87,"Kuhl, Chad",608365,641771,,ball,,,,,14,Ball,R,R,R,CHC,PIT,B,,,0,2,2016,0.07,0.19,1.56,1.14,,,,0,2,Bot,,,,,,160830_193254,9.49795049158503,-129.51283888479938,-4.8574810480251,-0.888,23.149,-29.251,3.84,1.76,,,,88.8,2405,6.2,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,5,Slider,2,0,2,0,0,2,2,0,Standard,Standard,159,0.007,0.02,,,,-0.02,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,2.73,-0.07,-0.07,,,,,,
2138,SI,2016-08-30,93.1,-2.28,5.99,"Kuhl, Chad",608365,641771,,foul,,,,,6,Foul,R,R,R,CHC,PIT,S,,,0,2,2016,-1.07,0.94,0.32,2.99,,,,0,2,Bot,,,,,,160830_193229,9.424408850708616,-136.15493784655774,-3.2940134959943363,-14.791,26.087,-20.177,3.69,1.67,,,,94.1,2134,6.7,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,4,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,210,0.007,0.0,,,,0.0,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,1.71,1.07,1.07,,,,,,
2188,SL,2016-08-30,87.4,-2.31,5.95,"Kuhl, Chad",608365,641771,,foul,,,,,14,Foul,R,R,R,CHC,PIT,S,,,0,2,2016,0.32,0.25,0.82,1.45,,,,0,2,Bot,,,,,,160830_193209,6.755763330052169,-127.90561598694562,-4.187533457860029,2.188,24.21,-28.71,3.69,1.67,,,,87.1,,6.1,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,3,Slider,2,0,2,0,0,2,2,0,Standard,Standard,159,0.007,0.0,,,,0.0,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,2.76,-0.32,-0.32,,,,,,
2248,SL,2016-08-30,87.6,-2.16,5.91,"Kuhl, Chad",608365,641771,,swinging_strike,,,,,14,Swinging Strike,R,R,R,CHC,PIT,S,,,0,1,2016,0.25,0.4,1.15,1.79,,,,0,2,Bot,,,,,,160830_193154,7.370872919377497,-128.0540981343432,-3.704935976966341,1.422,22.612,-27.235,3.69,1.67,,,,87.7,2589,6.1,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,2,Slider,2,0,2,0,0,2,2,0,Standard,Standard,163,0.007,-0.056,,,,0.056,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,2.59,-0.25,-0.25,,,,,,
2308,SL,2016-08-30,87.8,-2.35,5.97,"Kuhl, Chad",608365,641771,,called_strike,,,,,8,Called Strike,R,R,R,CHC,PIT,S,,,0,0,2016,0.33,0.2,0.27,2.31,,,,0,2,Bot,,,,,,160830_193143,5.531770891406915,-128.5582870491047,-2.151099080316323,2.541,23.388,-29.642,3.89,1.74,,,,88.1,2473,6.3,448838,465041,605137,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,12,1,Slider,2,0,2,0,0,2,2,0,Standard,Standard,155,0.007,-0.041,,,,0.041,,2,2,0.7470181960950729,0.7470181960950729,23,22,24,22,1,0,5,1,6,1,2.77,-0.33,-0.33,,,,,,
1193,CH,2016-08-29,82.2,1.51,5.86,"Locke, Jeff",608365,502046,double_play,hit_into_play,,,,,13,"Umpire reviewed (home-plate collision), call on the field was overturned: Addison Russell flies into a double play, left fielder Starling Marte to catcher Francisco Cervelli.   Javier Baez out at home.",R,R,L,CHC,PIT,X,7,fly_ball,2,2,2016,0.64,1.11,-0.49,1.17,595879,,,1,12,Bot,59.38,115.29,,,,160829_234013,-5.979550642467616,-120.16671585759512,-5.397915604141616,7.094,21.47,-20.708,3.69,1.66,263,84.9,49,81.8,1388,6.0,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,0.007,0.009,0.0,1,0,0,3,105,8,Changeup,6,6,6,6,6,6,6,6,Strategic,Strategic,139,-0.333,-0.044,,,0.014,0.044,88.0,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,2.3,0.64,-0.64,,,,,,
1207,CH,2016-08-29,82.4,1.52,5.92,"Locke, Jeff",608365,502046,,foul,,,,,12,Foul,R,R,L,CHC,PIT,S,,,2,2,2016,0.86,0.77,0.83,2.83,595879,,,1,12,Bot,,,,,,160829_233937,-3.517072383573848,-120.68071776800136,-1.0966159768518478,8.769,21.429,-24.681,3.69,1.66,18,74.9,-9,82.6,1327,6.4,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,105,7,Changeup,6,6,6,6,6,6,6,6,Strategic,Strategic,135,-0.003,0.0,,,,0.0,88.0,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,2.62,0.86,-0.86,,,,,,
1238,SI,2016-08-29,92.5,1.35,5.91,"Locke, Jeff",608365,502046,,foul,,,,,13,Foul,R,R,L,CHC,PIT,S,,,2,2,2016,0.76,1.34,-0.99,2.58,595879,,,1,12,Bot,,,,,,160829_233910,-7.901956100712251,-135.3111293427115,-5.050694067854393,10.638,26.767,-15.114,3.69,1.66,234,100.0,15,92.2,2256,6.1,448824,465041,446481,543281,501896,474568,516782,457705,570256,54.5,,,,,,,,105,6,Sinker,6,6,6,6,6,6,6,6,Strategic,Strategic,144,-0.003,0.0,,,,0.0,100.0,0,0,0.8327307240350718,0.8327307240350718,28,22,29,22,2,1,2,1,5,1,1.35,0.76,-0.76,,,,,,
